,M,logT,type,rho,logg,logL,logR,SNtype
1151,1.189,3.7489628612561616,G,0.09721,3.787,0.760874638052189,0.3622939379642311,4.0
1152,1.188,3.7611758131557314,G,0.2412,4.051,0.4242280706959799,0.23070431361256905,4.0
1153,1.187,3.748265572668741,G,0.09685,3.785,0.7327956982893292,0.3622939379642311,4.0
1154,1.186,3.804412059137714,F,0.209,4.009,0.7442147248141658,0.2511513431753546,3.0
1155,1.186,3.767304317453273,G,0.1589,3.929,0.658488381309017,0.290479813330673,4.0
1156,1.184,3.7877437716464666,F,0.7565,4.381,0.2410481506716444,0.06483221973857385,3.0
1157,1.184,3.8035936647713444,F,0.1207,3.85,0.7965743332104297,0.33041377334919086,3.0
1159,1.18,3.8004421213362565,F,0.350117179,4.157,0.5342800052050815,0.17609125905568124,3.0
1160,1.18,3.75724415102197,G,0.18180527,3.968,0.5413295776666937,0.26951294421791633,4.0
1161,1.18,3.7636525705645303,G,0.1786,3.961,0.6276730317666159,0.2741578492636798,4.0
1163,1.178,3.802294711397464,F,0.470137064,4.243,0.4358443659844413,0.13353890837021754,3.0
1164,1.178,3.778946727968617,F,0.3628,4.168,0.5081255360831992,0.16996817399689249,3.0
1165,1.178,3.7611758131557314,G,0.260634898,4.071,0.4391747398434685,0.2182728535714475,4.0
1166,1.178,3.775756037844098,G,0.2277,4.033,0.5354207180561734,0.23754373814287447,4.0
1167,1.178,3.7348798027926273,G,0.04842,3.584,0.7135745377720698,0.4617985575251093,4.0
1168,1.177,3.7618526944663833,G,0.1957,3.989,0.6297153326471322,0.25959387888594865,4.0
1169,1.177,3.7729081949712717,G,0.1827,3.968,0.5425764762605296,0.269746373130767,4.0
1170,1.177,3.7396514437093766,G,0.1714,3.95,0.7186677353162109,0.27852496473701754,4.0
1171,1.176,3.8028421127390746,F,0.3135,4.125,0.5066403055665025,0.19145101446489549,3.0
1172,1.176,3.758684849882441,G,0.178,3.961,0.5582284218033257,0.2732328340430456,4.0
1173,1.176,3.746011107751926,G,0.1026,3.802,0.6555225962534177,0.35372393758894904,4.0
1174,1.176,3.708845638048179,K,0.06967,3.69,0.6446355037681529,0.4089180208467798,5.0
1175,1.174,3.7859701251320095,F,0.3296,4.14,0.4387005329007363,0.18355453361886168,3.0
1177,1.173,3.774735882551753,G,0.145,3.901,0.7257483329955482,0.30233092868439926,4.0
1178,1.17,3.7923216363515735,F,0.450252113,4.228,0.5605044151950566,0.1367205671564068,3.0
1179,1.17,3.7973368007753496,F,0.3318,4.141,0.4366396316926607,0.18184358794477254,3.0
1180,1.17,3.772028165324855,G,0.2672,4.078,0.5378190950732742,0.21510858105309322,4.0
1181,1.17,3.782759192623997,F,0.2019,3.998,0.6326597132939135,0.2543063323312856,3.0
1182,1.17,3.7902851640332416,F,0.199,3.994,0.6403820447095684,0.2576785748691845,3.0
1183,1.17,3.7840464158081133,F,0.148426958,3.907,0.9496826907952042,0.3010299956639812,3.0
1184,1.17,3.720737977018425,G,0.1094,3.819,0.5958267770732232,0.3424226808222063,4.0
1186,1.1688,3.7909181952145783,F,0.424244727,4.2108,0.4055171069763763,0.1466240888240055,3.0
1187,1.168,3.7611005389581424,G,0.2377,4.044,0.4347285417797577,0.2304489213782739,4.0
1188,1.168,3.7834747875822465,F,0.1427,3.896,0.7173375827238638,0.30405946621759916,3.0
1189,1.167,3.7191654940892134,G,0.08183,3.736,0.39357520326958756,0.38435341413750623,4.0
1191,1.166,3.769081787118219,G,0.1979,3.991,0.6057358938767466,0.2564772062416767,4.0
1192,1.165,3.702947246181556,K,0.04308,3.549,0.6903733069160591,0.47712125471966244,5.0
1193,1.163,3.7798128631705805,F,0.2604,4.07,0.48643047885443386,0.21695720736109697,3.0
1194,1.162,3.7780064614235083,G,0.449,4.228,0.35353155907776207,0.13735411137073292,4.0
1195,1.161,3.730862992046494,G,0.1197,3.844,0.5676144427308445,0.32899085544942874,4.0
1196,1.16,3.798650645445269,F,0.516298558,4.267,0.3946267642722091,0.11727129565576427,3.0
1197,1.1593,3.800235789327354,F,0.618341737,4.3186,0.3298045221640694,0.09117436070688177,3.0
1198,1.159,3.7831171374904673,F,0.8301,4.405,0.1866738674997451,0.04844180355040453,3.0
1199,1.159,3.7972675408307164,F,0.529081741,4.275,0.38129562300382597,0.11293997608408006,3.0
1200,1.159,3.759592308645975,G,0.4279,4.213,0.34281731463573295,0.1439511164239635,4.0
1201,1.159,3.7834747875822465,F,0.274,4.085,0.5224442335063199,0.20978301484851494,3.0
1202,1.159,3.7829024059746446,F,0.1568,3.923,0.6658623002031552,0.28869626059025577,3.0
1203,1.159,3.7334380270910614,G,0.1387,3.887,0.5971464878336954,0.3070679506612984,4.0
1204,1.158,3.7764832558336816,G,0.1338,3.876,0.6662370958958044,0.31238894937059186,4.0
1205,1.157,3.762528522447,G,0.4067,4.197,0.4173055832445255,0.1504494094608806,4.0
1206,1.157,3.7795964912578244,F,0.3492,4.155,0.4930395883176513,0.1726029312098599,3.0
1209,1.156,3.7218930162149575,G,0.03023,3.446,0.8349290964605759,0.5272431163880886,4.0
1210,1.154,3.7408362070573116,G,0.2065,4.001,0.5250448070368452,0.2489536154957076,4.0
1211,1.153,3.7798849631926443,F,0.4739,4.242,0.313234291694724,0.12839926871780646,3.0
1212,1.151,3.752509400788843,G,0.2791,4.088,0.45545396877862815,0.20547503674089088,4.0
1213,1.151,3.7835462822703496,F,0.2307,4.033,0.5906189482065779,0.23248786635298624,3.0
1214,1.151,3.7725417326409434,G,0.1347,3.877,0.6849350826408896,0.3100557377508914,4.0
1215,1.15,3.7907072873276797,F,0.8332,4.405,0.1880843737149382,0.04649516433470831,3.0
1216,1.15,3.7868223794991875,F,0.455223351,4.23,0.5296869537729164,0.13353890837021754,3.0
1217,1.15,3.791830947674836,F,0.2532,4.061,0.6522463410033232,0.22010808804005508,3.0
1218,1.15,3.75724415102197,G,0.220864995,4.018,0.43136376415898736,0.2380461031287954,4.0
1219,1.15,3.7840464158081133,F,0.19955969,3.99,0.6406801532776651,0.2528530309798932,3.0
1220,1.15,3.7508168426497543,G,0.1849,3.969,0.5005109105263371,0.2648178230095365,4.0
1221,1.15,3.708760723690317,K,0.0904,3.762,0.5322446436265822,0.3692158574101428,5.0
1223,1.149,3.7735670489260587,G,0.1203,3.844,0.6697816152085365,0.3265406685165618,4.0
1224,1.148,3.7951149856303634,F,0.472977771,4.24,0.42094540592197227,0.12872228433842678,3.0
1226,1.1479,3.7668588110214176,G,0.497920602,4.2548,0.256717745977487,0.1207712929369916,4.0
1227,1.147,3.7837606957439243,F,0.7383,4.37,0.22167499707076876,0.06370855939141737,3.0
1228,1.146,3.769820257763592,G,0.4385,4.218,0.32674537956532185,0.13861843389949247,4.0
1229,1.145,3.743901550485179,G,0.1663,3.938,0.5831987739686227,0.27898211686544316,4.0
1230,1.142,3.806044235748088,F,0.7723,4.378,0.23477029516091652,0.05804623039528174,3.0
1231,1.142,3.7886632131208575,F,0.1661,3.937,0.7424894645817751,0.2792105126013951,3.0
1232,1.141,3.8085485512404054,F,0.7441,4.37,0.2709116394104812,0.06182930729469903,3.0
1234,1.14,3.78710609303657,F,0.3047,4.112,0.49526674438781043,0.1903316981702915,3.0
1236,1.14,3.78710609303657,F,0.2032,3.996,0.4435758797502576,0.250420002308894,3.0
1237,1.14,3.772761647144032,G,0.17044244,3.945,0.6147917919564175,0.2741578492636798,4.0
1238,1.14,3.7481880270062002,G,0.1145,3.827,0.6949560022498181,0.33243845991560533,4.0
1239,1.14,3.707058940627596,K,0.0229,3.362,0.992376759798803,0.5646660642520893,5.0
1240,1.139,3.751279103983342,G,0.1663,3.938,0.6293076400737488,0.2780673308886626,4.0
1241,1.138,3.8105013477665297,F,0.4109,4.199,0.4194600727860702,0.1464381352857746,3.0
1243,1.135,3.7939300067726847,F,0.2528,4.058,0.5577477416414682,0.21748394421390627,3.0
1244,1.133,3.7996162044814987,F,0.146,3.899,0.7299742856995556,0.2964457942063963,3.0
1245,1.132,3.8085485512404054,F,0.5006,4.255,0.41664050733828095,0.11793383503964149,3.0
1246,1.132,3.7626035495668035,G,0.2484,4.052,0.4740705032150436,0.21958452621425473,4.0
1247,1.131,3.8004421213362565,F,0.5889,4.303,0.27184160653649897,0.09412159584056139,3.0
1248,1.131,3.7646990637983677,G,0.3364,4.141,0.4334497937615961,0.17638069224327035,4.0
1249,1.129,3.808885867359812,F,0.2863,4.095,0.5677319625480691,0.19893186993220904,3.0
1250,1.128,3.772761647144032,G,0.311,4.119,0.4546924492394769,0.18752072083646307,4.0
1251,1.128,3.7123129086813655,K,0.03621,3.494,0.8210547550468882,0.49775871828726803,5.0
1252,1.127,3.749581734865559,G,0.2727,4.079,0.3974185423513477,0.20547503674089088,4.0
1253,1.126,3.766487206239694,G,0.2794,4.085,0.47827783191960466,0.20167017964658152,4.0
1255,1.124,3.766040860381389,G,0.526,4.266,0.29885307640970665,0.11092624226642028,4.0
1258,1.122,3.787531316127234,F,0.3667,4.164,0.40466270087372225,0.1619666163640749,3.0
1259,1.121,3.7959494989028033,F,0.6622,4.335,0.2664668954402414,0.0762762554042176,3.0
1260,1.121,3.7587605439099794,G,0.3193,4.127,0.5025636691073634,0.1821292140529984,4.0
1261,1.121,3.763128376799137,G,0.199,3.987,0.5238764756381313,0.2499317566341949,4.0
1264,1.12,3.798097932062486,F,0.3993,4.188,0.6082050077043262,0.14921911265537988,3.0
1266,1.12,3.791620482692814,F,0.2531,4.056,0.5272431163880886,0.21510858105309322,3.0
1267,1.12,3.705521613422667,K,0.0347,3.481,0.8216445175422171,0.5024271199844327,5.0
1268,1.12,3.6977522741677546,K,0.0328,3.464,0.8224949852787508,0.5105450102066121,5.0
1269,1.1194,3.782973994944048,F,0.79650593,4.3879,0.21058602490515654,0.0491016782085571,3.0
1270,1.119,3.7908479039654317,F,0.6768,4.341,0.2808059283936668,0.07298474462793039,3.0
1271,1.117,3.7620029693751156,G,0.297564093,4.102,0.3988077302032645,0.1917303933628563,4.0
1272,1.117,3.783331762887424,F,0.256373837,4.056,0.502836638621003,0.2127201544178423,3.0
1273,1.116,3.736555847162636,G,0.1229,3.846,0.538070787043172,0.3191060593097763,4.0
1274,1.115,3.782759192623997,F,0.4746,4.238,0.3716219271760213,0.12319807503199871,3.0
1275,1.113,3.766115283221414,G,0.2051,3.994,0.4537768596904421,0.24477176149529495,4.0
1276,1.112,3.7802452838653524,F,0.2043,3.994,0.5322446436265822,0.24501887073775308,3.0
1278,1.11,3.7895807121644256,F,0.4732,4.239,0.34340859380385735,0.12254352406875435,3.0
1279,1.11,3.7746629225378223,G,0.4471,4.215,0.3586960995738104,0.13033376849500614,4.0
1280,1.11,3.7484206224675685,G,0.1673,3.935,0.5492485568540559,0.2739267801005256,4.0
1281,1.109,3.8140477209955996,F,0.1342,3.871,0.7974752875373343,0.30556631351530394,3.0
1283,1.108,3.7652959296980564,G,0.322420283,4.125,0.3941013020400447,0.17983892802318668,4.0
1284,1.107,3.7670816213633223,G,0.4971,4.251,0.28578227377939475,0.11561051167429974,4.0
1286,1.105,3.78161178249315,F,0.4091,4.194,0.4063698354692675,0.1439511164239635,3.0
1287,1.102,3.7636525705645303,G,0.4201,4.201,0.37125262912493934,0.13924921757160696,4.0
1289,1.1,3.7798128631705805,F,0.7906,4.384,0.18752072083646307,0.048053173115609055,3.0
1291,1.1,3.7777891874348675,G,0.2171,4.01,0.5020172148271475,0.2355284469075489,4.0
1292,1.1,3.7664128471123997,G,0.1523,3.907,0.6498214632245652,0.28555730900777376,4.0
1293,1.099,3.766784515497859,G,0.360059655,4.155,0.35333909531130464,0.16136800223497488,4.0
1294,1.099,3.758609142659744,G,0.1172,3.83,0.6037937041369629,0.3236645356081002,4.0
1295,1.098,3.738384123512156,G,0.2031,3.99,0.46879026209961094,0.2437819160937949,4.0
1296,1.098,3.7127338590699517,K,0.04759,3.57,0.6958317728266923,0.45408227073109003,5.0
1298,1.096,3.791620482692814,F,0.4817,4.239,0.32817566143832255,0.11892575282577665,3.0
1299,1.096,3.7634279935629373,G,0.3914,4.179,0.3467440546048488,0.14891099310935643,4.0
1300,1.095,3.802294711397464,F,0.3518,4.149,0.7182525000977505,0.1637575239819558,3.0
1302,1.09,3.7933712489189557,F,0.4945,4.246,0.37675939540487985,0.11394335230683679,3.0
1303,1.09,3.801197834459149,F,0.2408,4.038,0.5994463757252757,0.21853550521652784,3.0
1304,1.09,3.698709349442587,K,0.1028,3.791,0.4889735247265083,0.3424226808222063,5.0
1305,1.09,3.699230502883409,K,0.0401,3.519,0.717004407040547,0.47856649559384334,5.0
1306,1.09,3.682506085939011,K,0.02515,3.384,0.8642143304613297,0.5454308294653513,5.0
1307,1.089,3.75495958772171,G,0.2807,4.082,0.44575983648863104,0.19589965240923377,4.0
1308,1.081,3.7957410208692437,F,0.4648,4.227,0.5544891600038189,0.12188798510368115,3.0
1309,1.08,3.775610448006361,G,0.491442369,4.242,0.3287872003545347,0.11394335230683679,4.0
1310,1.08,3.7562556487542333,G,0.385626021,4.172,0.3754807146185724,0.14921911265537988,4.0
1313,1.08,3.763278211018979,G,0.2599,4.061,0.36772854608697647,0.20682587603184974,4.0
1314,1.08,3.773859552376687,G,0.2541,4.052,0.456366033129043,0.20951501454263097,4.0
1315,1.08,3.760422483423212,G,0.2168,4.006,0.41111441855090475,0.23299611039215382,4.0
1317,1.079,3.7671558660821804,G,0.4036,4.187,0.34380233316165504,0.14238946611883607,4.0
1318,1.077,3.7611758131557314,G,0.6374,4.318,0.16524432612531087,0.07591176148277752,4.0
1319,1.077,3.752739693935328,G,0.3303,4.128,0.3348556896172915,0.17114115102838207,4.0
1321,1.075,3.754654069255432,G,0.4711,4.23,0.21112054125804933,0.1192558892779367,4.0
1322,1.074,3.701222484256557,K,0.0685,3.671,0.5731037831639911,0.39846084960822326,5.0
1323,1.073,3.759214431234244,G,0.2686,4.067,0.39846084960822326,0.20030318298158503,4.0
1324,1.073,3.749581734865559,G,0.2046,3.988,0.46434048462766725,0.23979981844709866,4.0
1326,1.07,3.775173385424787,G,0.2814,4.081,0.5154764413823758,0.1931245983544616,4.0
1327,1.07,3.7331972651065692,G,0.1337,3.864,0.4967913157000424,0.30081279411811696,4.0
1328,1.07,3.7472563974421442,G,0.09871458,3.777,0.9203320715395893,0.3463529744506387,4.0
1329,1.069,3.792251571903264,F,0.6786,4.335,0.34143452457814016,0.06595298031386965,3.0
1330,1.069,3.735359333001711,G,0.2711,4.069,0.3762118502826728,0.19838213000829422,4.0
1331,1.0681,3.780821175853473,F,0.592842838,4.2955,0.24674470972384135,0.08586117378845035,3.0
1332,1.068,3.7777891874348675,G,0.7201,4.352,0.250420002308894,0.05652372407910037,4.0
1333,1.068,3.762903528499057,G,0.564590583,4.28,0.19893186993220904,0.09236969962912069,4.0
1334,1.068,3.7746629225378223,G,0.445991052,4.213,0.3096301674258988,0.12678057701200895,4.0
1335,1.068,3.7557986569738304,G,0.374973368,4.163,0.2766915288450397,0.1513698502474604,4.0
1336,1.067,3.7264826967848297,G,0.05619,3.613,0.6936390261615483,0.4260230156898761,4.0
1337,1.066,3.7958800173440754,F,0.4262,4.2,0.31260043926125936,0.13257984765973707,3.0
1338,1.065,3.7617023675414125,G,0.2264,4.017,0.47377883464672477,0.2242740142942577,4.0
1339,1.065,3.7316693318286362,G,0.09028,3.751,0.7810369386211319,0.3575537197430816,4.0
1340,1.063,3.760497875226527,G,0.2914,4.089,0.42699895875653726,0.18695633546541224,4.0
1341,1.062,3.7611758131557314,G,0.8323,4.393,0.05307844348341968,0.03502928220236815,4.0
1342,1.06,3.7690078709437738,G,1.0618,4.463,-0.02090709936167361,0.0,4.0
1343,1.06,3.7147487607250596,K,0.063205738,3.664,0.6607706435276973,0.4082399653118496,5.0
1344,1.06,3.714245911017894,K,0.0604,3.633,0.6158448828747021,0.414973347970818,5.0
1345,1.059,3.7768464086952993,G,0.632767559,4.314,0.2116544005531824,0.0751818546186916,4.0
1346,1.059,3.783331762887424,F,0.5572,4.276,0.21932250841933676,0.09307130637606349,3.0
1347,1.059,3.7622282842864743,G,0.265606136,4.061,0.420615770625765,0.2013971243204515,4.0
1348,1.059,3.7716609593488872,G,0.245721185,4.039,0.4745076391169758,0.2127201544178423,4.0
1349,1.0586,3.7638022240745928,G,0.424092039,4.1965,0.27531135454181166,0.13245181272900336,4.0
1350,1.0586,3.775537634780957,G,0.385592643,4.169,0.3457656931144882,0.14569352390422036,4.0
1351,1.057,3.780317312140151,F,0.6314,4.311,0.21669359916975436,0.07554696139253074,3.0
1353,1.056,3.7834747875822465,F,0.6796,4.333,0.19728055812561932,0.06370855939141737,3.0
1354,1.056,3.7758288144646124,G,0.2847,4.082,0.4487063199050799,0.1897709563468738,4.0
1358,1.055,3.7795964912578244,F,0.651,4.321,0.1643528557844371,0.06966809691159564,3.0
1359,1.054,3.785187420029362,F,0.2223,4.011,0.5386993795424068,0.2242740142942577,3.0
1362,1.0491,3.7652959296980564,G,0.58224771,4.2867,0.18497519069826102,0.08479069140790527,4.0
1366,1.04,3.777499319590365,G,0.2845,4.081,0.3946267642722091,0.18752072083646307,4.0
1367,1.039,3.739018245883481,G,0.1277,3.847,0.5826314394896365,0.30319605742048883,4.0
1370,1.038,3.709269960975831,K,0.05314,3.593,0.6681062379327313,0.43023635341151045,5.0
1371,1.037,3.775610448006361,G,0.3973,4.176,0.2709116394104812,0.13861843389949247,4.0
1372,1.033,3.7956019798941796,F,0.4679,4.224,0.3525683861793086,0.11327469246435044,3.0
1373,1.03,3.772761647144032,G,0.3096371,4.101,0.28981183911762143,0.17318626841227402,4.0
1377,1.019,3.7877437716464666,F,0.907605994,4.412,0.13449585583467355,0.016615547557177382,3.0
1378,1.018,3.7673785241141804,G,0.2966,4.088,0.325720858019412,0.17840134153375525,4.0
1379,1.01,3.7452309845281406,G,1.053192245,4.453,-0.01963297381522487,-0.00877392430750515,4.0
1381,1.008,3.793161529245551,F,0.4756,4.224,0.286231854028553,0.10856502373283448,3.0
1382,1.007,3.7491176623563223,G,0.6613,4.319,0.09236969962912069,0.06069784035361165,4.0
1383,1.007,3.7944880466591697,F,0.6391,4.309,0.2633993313340023,0.06557971472844842,3.0
1385,0.999,3.716754357432697,G,0.07745,3.697,0.5448119117577761,0.36995760734605304,4.0
1386,0.997,3.7636525705645303,G,0.299,4.087,0.36040405472993886,0.17435059747937998,4.0
1390,0.989,3.748498126613737,G,0.2275,4.007,0.41111441855090475,0.21298618473666817,4.0
1391,0.9883,3.7596678446896306,G,0.750644841,4.3527,0.06929801211552926,0.039691661649025885,4.0
1392,0.987,3.771807878999106,G,0.3635,4.143,0.3178544893314692,0.14457420760961637,4.0
1393,0.986,3.762678563727436,G,0.3421,4.125,0.4745076391169758,0.15320490008428433,4.0
1394,0.985,3.762753564933374,G,0.249,4.033,0.4124605474299613,0.19893186993220904,4.0
1397,0.98,3.737669627356642,G,0.3963,4.167,0.28307497473547155,0.13033376849500614,4.0
1398,0.98,3.757623745908389,G,0.365,4.145,0.37125262912493934,0.14301480025409505,4.0
1399,0.98,3.707058940627596,K,0.05814,3.611,0.5599066250361125,0.408748606184244,5.0
1400,0.9788,3.7394141026986953,G,1.230632057,4.4935,-0.16241156176448873,-0.03399914237121598,4.0
1403,0.966,3.7061201097027037,K,0.06433,3.638,0.5910646070264992,0.392169149489736,5.0
1405,0.96,3.7620029693751156,G,0.3223,4.104,0.30168094929357625,0.15836249209524964,4.0
1409,0.957,3.7269715836828765,G,0.0543,3.588,0.6787914343662439,0.41530729222556745,4.0
1410,0.956,3.752739693935328,G,0.9631,4.42,0.19700472802304578,-0.0013048416883442813,4.0
1411,0.956,3.771807878999106,G,0.5096,4.236,0.27300127206373764,0.09096307659573168,4.0
1412,0.956,3.7760470711817797,G,0.3007,4.083,0.3651134316275772,0.1673173347481761,4.0
1413,0.95,3.70035752782266,K,0.051842909,3.572,0.5566642621225685,0.42324587393680785,5.0
1417,0.94,3.7641013764762286,G,0.656203395,4.306,0.15320490008428433,0.05307844348341968,4.0
1418,0.94,3.7646990637983677,G,0.4394,4.193,0.31365634661803143,0.11058971029924898,4.0
1419,0.94,3.7505083948513462,G,0.2777,4.058,0.31281182621208803,0.17609125905568124,4.0
1420,0.94,3.695831772826692,K,0.0347,3.465,0.7723950610820003,0.48572142648158,5.0
1421,0.937,3.7635777244666455,G,0.2784,4.058,0.4148062795010126,0.17551181336344768,4.0
1427,0.929,3.763951826033324,G,0.7986,4.362,0.05994188806195468,0.02201573981772028,4.0
1429,0.923,3.760271660542063,G,0.2109,3.975,0.4537768596904421,0.21325205219639665,4.0
1434,0.92,3.75373622217501,G,0.3093,4.086,0.3776704393343231,0.1553360374650618,4.0
1435,0.918,3.7518177877368792,G,0.758468859,4.344,0.026533264523296733,0.027757204690553483,4.0
1436,0.918,3.749890841271422,G,0.323840636,4.102,0.30037806487070257,0.1504494094608806,4.0
1438,0.899,3.75350645699097,G,1.173922307,4.468,-0.10790539730951958,-0.0381045263321496,4.0
1441,0.897,3.735359333001711,G,0.1712,3.911,0.4599952560473914,0.23979981844709866,4.0
1443,0.884,3.739018245883481,G,0.2086,3.966,0.4848690327204024,0.20844135643856737,4.0
1444,0.883,3.735119634081872,G,1.286,4.492,-0.18217030025439443,-0.054531414868180264,4.0
1445,0.88,3.766040860381389,G,1.095802855,4.444,0.01157044359727816,-0.03151705144606486,4.0
1450,0.866,3.7768464086952993,G,0.5761,4.255,0.2380461031287954,0.05994188806195468,4.0
1454,0.85,3.7646990637983677,G,0.8915,4.383,0.0354297381845483,-0.004364805402450088,4.0
1455,0.85,3.7518946880437474,G,0.6827,4.306,0.6814221557210085,0.03342375548694973,4.0
1458,0.835,3.7333577879255855,G,1.362,4.501,-0.2572748686953017,-0.07109230975604734,4.0
1460,0.83,3.744214724814166,G,1.033307294,4.421,0.08564728829685654,-0.03151705144606486,4.0
1464,0.8115,3.768860000842957,G,0.76353526,4.3293,0.08206693428511301,0.008429826797229934,4.0
1465,0.81,3.733758835587203,G,1.765499609,4.57,-0.33068311943388784,-0.11238269966426384,4.0
1468,0.789,3.730620797887283,G,1.254,4.469,-0.13840585535613475,-0.06701917807680184,4.0
1471,0.739,3.702947246181556,K,1.774021731,4.56,-0.4672456210075022,-0.12609840213553863,5.0
1472,0.728,3.725012725341157,G,1.657604574,4.5386,-0.36754270781527576,-0.11758931562603196,4.0
